A la Balsa y Las Mugas
Acceso a la A-3214
Albertbrücke
Alfred-Schrapel-Straße
Arnoldstraße
Augsburger Straße
Augsburger Straße (Universitätsklinikum)
Barrunte a Camino Leza
Baños de Ebro Kalea
Bertheltstraße
Blasewitzer Straße
Blumenstraße
Bodegak kalea/Calle las Bodegas
Bodegas Villabuena
Borsbergstraße
Buencerrada kalea/Calle Buencerrada
Bundschuhstraße
Burckhardtstraße
Bönischplatz
Calle las Eras del Llano
Camino Barrunte
Camino Cazadores Hacia la Sierra
Camino Cerranajera
Camino Leza a Villabuena Norte
Camino Ribarredonda El Cristo
Canalettostraße
Carranavaridas
Carrera kalea/Calle Carrera
Carretera Rioja Alavesa (Samaniego) a Santa Lucia
Carretera Samaniego-Elciego
Carretera a Baños de Ebro
Comeniusplatz
Comeniusstraße
Cranachstraße
De Villabuena a El Conjuro
Dinglingerstraße
Dorre kalea/Calle el Torreón
Dürerstraße
Ebro Ibaiko Zubia etorbidea/Avenida Puente del Río Ebro
El Barco kalea/Calle el Barco
El Cercado kalea/Calle el Cercado
El Cristo
El Cristo kalea/Calle el Cristo
El Monte Kalea
El Ochavo kalea/Calle el Ochavo
El Portillo kalea/Calle el Portillo
Elberadweg
Elisenstraße
Eliza kalea/Calle la Iglesia
Elsasser Straße
Eltziegoko errepidea/Carretera de Elciego
Entrada Norte Villabuena a Plaza de la Iglesia
Errementari kalea/Calle Herrería
Eskolen kalea/Calle las Escuelas
Eskuernagako errepidea/Carretera de Villabuena
Fetscherplatz
Fetscherstraße
Fiedlerstraße
Florian-Geyer-Straße
Fürstenallee
GR 99
Gabelsbergerstraße
Galindo-Ribarredonda
Gasteizko errepidea/Carretera de Vitoria
Georg-Nerlich-Straße
Gerokstraße
Gluckstraße
Goetheallee
Gutenbergstraße
Güntzplatz
Güntzstraße
Hans-Grundig-Straße
Haydnstraße
Heinrich-Beck-Straße
Herreria Kalea
Hertelstraße
Holbeinstraße
Hopfgartenstraße
Hortal kalea/Calle el Hortal
Hähnelstraße
Hähnelweg
Igerileku kalea/Calle las Piscinas
Kale Nagusia
Kale Nagusia/Calle Mayor
Konstituzio kalea/Calle Constitución
Konstituzio plaza/Plaza de la Constitución
Kreutzerstraße
Käthe-Kollwitz-Ufer
Königsheimplatz
La Calleja kalea/Calle la Calleja
La Hoya Kalea
La Paul kalea/Calle la Paúl
La Serna kalea/Calle la Serna
Labe kalea/Calle el Horno
Laguardia kalea/Calle Laguardia
Larrain gaina kalea/Calle Alto de las Eras
Las Ventas kalea/Calle las Ventas
Lennéstraße
Leza a Crta. Rioja Alavesa (Samaniego)
Lortzingstraße
Los Palomares kalea/Calle los Palomares
Maria-Cebotari-Straße
Marschnerstraße
Matarredo de Abajo kalea/Calle Matarredo de Abajo
Matarredo de Arriba kalea/Calle Matarredo de Arriba
Matarredo de Enmedio kalea/Calle Matarredo de Enmedio
Matarredo ibiltokia/Paseo de Matarredo
Mildred-Scheel-Straße
Murriarte kalea/Calle Murriarte
Navaridas Villabuena
Navaridas a Villabuena
Neubertstraße
Nicolaistraße
Ortu kalea/Calle las Huertas
Permoserstraße
Permoserweg
Pfeifferhannsstraße
Pfotenhauerstraße
Pozales
Pöppelmannstraße
Reinickstraße
Reißigerstraße
Rosario kalea/Calle el Rosario
Ruta H
Sachsenallee
Sachsenplatz
Samaniego Errepidea
Samaniego a Herrera
San Bizente kalea/Calle San Vicente
San Kristobal kalea/Calle San Cristóbal
Sancinos kalea/Calle Sancinos
Santa Lucia
Santa Lucia (Samaniego) a Villabuena
Santa Lucia a Carranavaridas
Santa Luica
Santa Luzia bidea/Camino de Santa Lucía
Santa Maria Kalea
Schubertstraße
Schumannstraße
Silbermannstraße
Sor Felicias kalea/Calle Sor Felicias
Stephanienplatz
Stephanienstraße
Straßburger Platz
Striesener Straße
Stübelallee
Tatzberg
Terscheckstraße
Teutoburgstraße
Thomaestraße
Thomas-Müntzer-Platz
Torremanso kalea/Calle Torremanso
Trinitatisplatz
Udaletxe plaza/Plaza del Ayuntamiento
Udaletxe zeharbidea/Travesía Ayuntamiento
Udareondo kalea/Calle el Peral
Universitätsklinikum
Virgen del Valle
Waldschlößchenbrücke
Wallotstraße
Wintergartenstraße
Wormser Straße
Zöllnerstraße
